Account Name,Created Date,Cloud or On-Premise,Lead Source,Opportunity Owner,Stage,Close Date,Type,Amount,Company Country (CB),Company State (CB),Company Industry (CB)
M1 Company,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Lost,10/30/2020,New Business,70000,United States,Georgia,Internet Software & Services
J1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Lost,9/1/2020,Upsell,0,United States,New York,Internet Software & Services
S1 Company,11/11/2021,Cloud B,,T Seller,Closed Lost,12/27/2019,New Business,28800,Canada,Ontario,Internet Software & Services
M1 Company,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Won,1/21/2020,Upsell,100689.38,United States,New York,Retailing
P1 Company,11/11/2021,Cloud B,Partner Referral,F Seller,Closed Lost,10/11/2020,Partnership,0,United States,California,Internet Software & Services
B1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Requalify,1/30/2020,New Business,100000,Brazil,Rio de Janeiro,Consumer Discretionary
E1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Won,6/27/2019,New Business,96000,United States,Georgia,Internet Software & Services
P1 Company,12/10/2021,Cloud B,Partner Referral,K Seller,2 - Value Qualification,10/19/2023,New Business,250000,United States,California,Diversified Financial Services
E1 Company,1/26/2022,Cloud B,,M Seller,5 - Contractual Process,10/30/2022,Renewal (Flat or Partial Churn),442800,United States,Georgia,Internet Software & Services
S1 Company,11/11/2021,Cloud B,,S Seller,Closed Lost,1/18/2021,New Business,0,United Kingdom,,Media
H1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Won,10/31/2019,New Business,259000,United Kingdom,Greater London,Diversified Financial Services
O1 Company,2/3/2022,Cloud B,,L Seller,5 - Contractual Process,1/6/2023,Renewal (Flat or Partial Churn),48000,France,Île-de-France,Communications Equipment
A1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Won,9/11/2020,Upsell,200000,United States,Missouri,Health Care Providers & Services
B1 Company,2/3/2022,Cloud B,,C Seller,5 - Contractual Process,4/30/2022,Renewal (Flat or Partial Churn),41130,United States,California,Internet Software & Services
I1 Company,1/17/2022,Cloud B,Partner Referral,K Seller,3 - Technical Validation,3/31/2022,New Business,250000,United States,California,Internet Software & Services
C1 Company,1/25/2022,Cloud B,,M Seller,5 - Contractual Process,3/30/2022,Renewal (Flat or Partial Churn),165000,United States,Illinois,Insurance
E1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Won,10/12/2020,Renewal (Flat or Partial Churn),442800,United States,Georgia,Internet Software & Services
P1 Company,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Lost,1/30/2020,New Business,140000,United Kingdom,Greater London,Media
A1 Company,1/26/2022,Cloud B,,C Seller,5 - Contractual Process,3/1/2024,Renewal (Flat or Partial Churn),393600,United States,Idaho,Retailing
S1 Company,11/11/2021,Cloud B,Web - Organic Traffic,T Seller,Closed Lost,5/4/2021,New Business,0,Brazil,State of São Paulo,Media
F1 Company,11/11/2021,Cloud B,Web - Organic Traffic,T Seller,Closed Lost,2/17/2021,New Business,0,Canada,Ontario,Internet Software & Services
B1 Company,11/11/2021,Cloud B,,C Seller,Closed Won,1/25/2022,Renewal (Flat or Partial Churn),41130,United States,California,Internet Software & Services
A1 Company,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Lost,9/6/2021,New Business,0,Ireland,County Dublin,Internet Software & Services
A1 Company,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Lost,6/29/2021,New Business,0,Italy,Lombardia,Health Care Providers & Services
E1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,6 - Deal Room (<1 Day in Office of the CFO),6/30/2021,Renewal (Flat or Partial Churn),28134,United States,New York,al Products
I1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Lost,5/13/2019,New Business,24000,Canada,British Columbia,Internet Software & Services
P1 Company,11/11/2021,Cloud B,Web - Organic Traffic,A Seller,Closed Won,12/2/2021,Renewal (Flat or Partial Churn),150000,Indonesia,Daerah Khusus Ibukota Jakarta,Internet Software & Services
B1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Won,11/10/2021,Renewal (Flat or Partial Churn),70875,United States,Massachusetts,Pharmaceuticals
#N/A,11/11/2021,Cloud B,Web - Organic Traffic,F Seller,Closed Lost,3/31/2021,Partnership,0,,,
O1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Lost,3/13/2021,New Business,0,France,,Diversified Telecommunication Services
G1 Company,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Won,6/29/2021,Upsell,87850,,,
#N/A,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Lost,4/1/2022,New Business,0,,,
E1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Won,1/15/2021,Upsell,0,United States,Georgia,Internet Software & Services
E1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Lost,7/30/2021,Upsell,0,United States,Georgia,Internet Software & Services
U1 Company,11/11/2021,Cloud B,Web - Organic Traffic,S Seller,Closed Lost,12/1/2021,Renewal (Flat or Partial Churn),0,United States,Colorado,Internet Software & Services
H1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Lost,11/11/2021,New Business,0,United States,California,Internet Software & Services
P1 Company,11/11/2021,Cloud B,Partner Referral,E Seller,Closed Lost,12/31/2020,New Business,0,India,Maharashtra,Internet Software & Services
D1 Company,11/11/2021,Cloud B,Partner Referral,K Seller,4 - Proposal Submitted,3/28/2022,Upsell,243000,United States,Colorado,Health Care Providers & Services
N1 Company,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Lost,4/1/2022,New Business,0,United States,Georgia,Internet Software & Services
M1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Won,10/8/2021,New Business,290000,United States,New York,Leisure Products
A1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Won,12/10/2020,Renewal (Flat or Partial Churn),0,United States,Missouri,Health Care Providers & Services
L1 Company,11/11/2021,Cloud B,,S Seller,Closed Lost,7/16/2021,New Business,0,Canada,Ontario,Retailing
G1 Company,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Won,3/30/2021,Upsell,49950,,,
B1 Company,11/11/2021,Cloud B,,T Seller,Closed Won,12/28/2020,Upsell,0,United States,California,Internet Software & Services
N1 Company,11/11/2021,Cloud B,Partner Referral,A Seller,Closed Won,3/31/2021,New Business,0,Singapore,,Retailing
C1 Company,11/11/2021,Cloud B,Web - Organic Traffic,T Seller,Requalify,10/1/2021,New Business,0,United States,Arizona,Insurance
O1 Company,11/11/2021,Cloud B,,T Seller,Closed Won,1/7/2021,New Business,0,France,Île-de-France,Communications Equipment
C1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Requalify,6/24/2022,New Business,460000,United States,Rhode Island,Health Care Providers & Services
B1 Company,11/11/2021,Cloud B,Partner Referral,N Seller,3 - Technical Validation,6/30/2022,New Business,90000,,,
T1 Company,11/11/2021,Cloud B,,S Seller,Closed Lost,10/7/2021,Upsell,0,Canada,British Columbia,Internet Software & Services
S1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Lost,10/11/2021,Upsell,0,Mexico,Ciudad de México,Retailing
C1 Company,11/11/2021,Cloud B,,T Seller,Closed Won,12/30/2021,Upsell,33500,United States,Illinois,Insurance
#N/A,11/11/2021,Cloud B,,F Seller,Closed Lost,3/2/2021,Partnership,0,,,
F1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Requalify,6/30/2022,New Business,100000,Canada,Manitoba,Food Products
N1 Company,11/11/2021,Cloud B,,S Seller,Closed Lost,11/29/2019,New Business,90000,United States,New York,
M1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Lost,6/30/2019,New Business,0,United States,Texas,Health Care Providers & Services
M1 Company,11/12/2021,Cloud B,Partner Referral,D Seller,Closed Lost,1/26/2021,Upsell,73224,United States,New York,Retailing
#N/A,11/11/2021,Cloud B,,F Seller,Closed Lost,8/31/2021,Net New Customer,0,,,
D1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Lost,6/30/2022,New Business,60000,United States,California,Pharmaceuticals
C1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Won,10/31/2019,New Business,54000,United States,New Jersey,Health Care Providers & Services
S1 Company,11/11/2021,Cloud B,Web - Organic Traffic,J Seller,2 - Value Qualification,9/30/2022,New Business,60000,United States,Indiana,Consumer Discretionary
H1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Won,7/9/2019,Renewal (Flat or Partial Churn),12000,United Kingdom,West Midlands,Insurance
P1 Company,11/11/2021,Cloud B,Partner Referral,N Seller,4 - Proposal Submitted,9/30/2022,Renewal (Flat or Partial Churn),217728,United States,Connecticut,Internet Software & Services
T1 Company,11/11/2021,Cloud B,,S Seller,Closed Lost,3/25/2022,Upsell,140000,Canada,British Columbia,Internet Software & Services
S1 Company,11/11/2021,Cloud B,,T Seller,Closed Lost,6/30/2020,New Business,100000,United States,California,Education Services
R1 Company,11/12/2021,Cloud B,,T Seller,Closed Lost,12/10/2020,New Business,36000,,,
M1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Requalify,6/24/2022,New Business,0,United States,California,"Hotels, Restaurants & Leisure"
A1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Lost,8/13/2021,New Business,100000,Spain,,Food Products
X1 Company,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Lost,4/1/2022,New Business,63000,United States,Michigan,Professional Services
M1 Company,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Won,10/6/2021,Renewal (Flat or Partial Churn),188457,United States,New York,Retailing
M1 Company,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Won,9/30/2020,Renewal (Flat or Partial Churn),188457,United States,New York,Retailing
P1 Company,11/11/2021,Cloud B,Web - Organic Traffic,A Seller,Closed Won,12/4/2020,Renewal (Flat or Partial Churn),150000,Indonesia,Daerah Khusus Ibukota Jakarta,Internet Software & Services
A1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Won,12/19/2019,New Business,100000,United States,Missouri,Health Care Providers & Services
H1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Won,2/10/2020,Renewal (Flat or Partial Churn),12000,United Kingdom,West Midlands,Insurance
P1 Company,11/11/2021,Cloud B,Web - Organic Traffic,A Seller,Closed Lost,6/30/2020,Upsell,100000,Indonesia,Daerah Khusus Ibukota Jakarta,Internet Software & Services
A1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Requalify,9/30/2022,New Business,0,United States,Illinois,Pharmaceuticals
N1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Lost,12/31/2020,New Business,24000,United Kingdom,Greater London,Internet Software & Services
E1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Won,10/31/2019,Upsell,225000,United States,Georgia,Internet Software & Services
D1 Company,1/26/2022,Cloud B,,K Seller,5 - Contractual Process,12/14/2022,Renewal (Flat or Partial Churn),243000,United States,Colorado,Health Care Providers & Services
#N/A,11/11/2021,Cloud B,,A Seller,Closed Lost,8/30/2020,New Business,40000,,,
B1 Company,11/11/2021,Cloud B,,F Seller,Closed Lost,12/31/2020,Partnership,0,United States,Washington,Retailing
G1 Company,11/12/2021,Cloud B,Partner Referral,D Seller,Closed Lost,4/1/2022,New Business,100000,,,
R1 Company,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Lost,1/31/2022,New Business,0,Switzerland,Genève,"Textiles, Apparel & Luxury Goods"
M1 Company,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Lost,4/30/2020,New Business,75000,United States,Texas,Health Care Providers & Services
C1 Company,11/11/2021,Cloud B,Partner Referral,D Seller,Closed Lost,1/8/2021,New Business,100000,France,Île-de-France,Retailing
M1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,4 - Proposal Submitted,3/31/2022,New Business,114750,Spain,Comunidad Valenciana,Retailing
T1 Company,11/11/2021,Cloud B,Web - Organic Traffic,T Seller,Closed Lost,9/30/2019,New Business,25000,United States,Indiana,Food Products
C1 Company,11/11/2021,Cloud B,,T Seller,Closed Won,6/17/2021,New Business,119750,United States,Illinois,Insurance
S1 Company,11/11/2021,Cloud B,Web - Organic Traffic,S Seller,Closed Lost,6/30/2020,New Business,60000,Portugal,Porto,Retailing
P1 Company,11/11/2021,Cloud B,Partner Referral,F Seller,Closed Lost,12/31/2020,Partnership,0,United States,California,Internet Software & Services
D1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Lost,11/20/2020,New Business,100000,United Kingdom,Wiltshire,Internet Software & Services
M1 Company,11/11/2021,Cloud B,,S Seller,Closed Lost,6/30/2020,New Business,60000,France,Île-de-France,"Textiles, Apparel & Luxury Goods"
A1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Lost,12/10/2021,New Business,0,United Kingdom,Greater London,Pharmaceuticals
B1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Won,5/7/2020,Upsell,18000,Colombia,Bogotá,Diversified Financial Services
E1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Won,10/31/2019,Upsell,225000,United States,Georgia,Internet Software & Services
A1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Won,5/7/2021,Renewal (Flat or Partial Churn),130000,United States,Missouri,Health Care Providers & Services
E1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Lost,4/24/2020,Upsell,13200,United States,Georgia,Internet Software & Services
B1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Won,11/6/2020,New Business,0,United States,Massachusetts,Pharmaceuticals
C1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Lost,5/15/2020,New Business,35000,France,Brittany,Internet Software & Services
R1 Company,11/11/2021,Cloud B,Web - Organic Traffic,S Seller,Closed Lost,12/31/2019,New Business,65000,United States,Texas,Internet Software & Services
U1 Company,11/11/2021,Cloud B,,D Seller,Closed Won,10/28/2020,Upsell,131750,United States,Georgia,Air Freight & Logistics
A1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Won,11/20/2020,Upsell,390000,United States,Missouri,Health Care Providers & Services
A1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Won,5/8/2020,Upsell,130000,United States,Missouri,Health Care Providers & Services
R1 Company,11/12/2021,Cloud B,,D Seller,Closed Lost,9/30/2020,New Business,60000,Netherlands,Noord-Holland,Professional Services
T1 Company,11/11/2021,Cloud B,,T Seller,Requalify,12/30/2020,New Business,60000,Mexico,Sinaloa,Retailing
U1 Company,11/11/2021,Cloud B,Web - Organic Traffic,S Seller,Closed Won,9/30/2020,New Business,0,United States,Colorado,Internet Software & Services
E1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Won,2/28/2020,New Business,175000,United States,New York,al Products
H1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Requalify,5/13/2020,Renewal (Flat or Partial Churn),12000,United Kingdom,West Midlands,Insurance
B1 Company,11/11/2021,Cloud B,Partner Referral,A Seller,Closed Lost,9/30/2019,Upsell,40000,United States,New York,
M1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Requalify,8/28/2020,New Business,25000,United States,Texas,Internet Software & Services
H1 Company,11/11/2021,Cloud B,Partner Referral,T Seller,Closed Won,10/31/2019,Renewal (Flat or Partial Churn),12000,United Kingdom,West Midlands,Insurance
H1 Company,11/11/2021,Cloud B,Partner Referral,S Seller,Closed Won,5/8/2019,New Business,12000,United Kingdom,West Midlands,Insurance
M1 Company,11/11/2021,Cloud B,,T Seller,Closed Won,12/2/2020,New Business,0,United States,New York,Internet Software & Services
S1 Company,11/11/2021,Cloud B,Web - Organic Traffic,T Seller,Closed Won,1/31/2020,New Business,70425,United States,Virginia,Education Services
U1 Company,3/3/2022,Cloud B,,T Seller,5 - Contractual Process,2/14/2023,Renewal (Flat or Partial Churn),143437.5,United States,Illinois,Consumer Discretionary
W1 Company,3/3/2022,Cloud B,,A Seller,5 - Contractual Process,2/14/2023,Renewal (Flat or Partial Churn),14000,Australia,New South Wales,Retailing
S1 Company,3/3/2022,Cloud B,Web - Organic Traffic,A Seller,5 - Contractual Process,3/21/2023,Renewal (Flat or Partial Churn),37500,India,Uttar Pradesh,Diversified Financial Services
D1 Company,11/11/2021,Cloud C,Partner Referral,E Seller,4 - Proposal Submitted,6/30/2022,Renewal (Flat or Partial Churn),304300,United States,Texas,Air Freight & Logistics
D1 Company,11/11/2021,Cloud C,Web - Paid Traffic,K Seller,4 - Proposal Submitted,10/1/2022,Renewal (Flat or Partial Churn),136000,Canada,Alberta,Gas Utilities
D1 Company,11/11/2021,Cloud C,Partner Referral,F Seller,Closed Lost,6/30/2021,Partnership,0,United States,Washington,Internet Software & Services
D1 Company,11/11/2021,Cloud C,,S Seller,Closed Won,6/27/2019,New Business,41200,United States,New York,Professional Services
D1 Company,11/11/2021,Cloud C,,S Seller,Closed Lost,6/14/2019,New Business,0,United States,Massachusetts,Professional Services
D1 Company,11/11/2021,Cloud C,Partner Referral,S Seller,Closed Won,12/9/2021,Renewal (Flat or Partial Churn),270000,United States,Connecticut,Professional Services
D1 Company,11/11/2021,Cloud C,Web - Organic Traffic,S Seller,Requalify,1/28/2022,New Business,0,United States,Illinois,Professional Services
D1 Company,11/11/2021,Cloud C,Web - Organic Traffic,T Seller,Closed Won,11/20/2020,Renewal (Flat or Partial Churn),252000,United States,Washington,Health Care Providers & Services
